x, y
400.68027210884355, 0.019838056680161944
410.2040816326531, 0.02078272604588394
415.6462585034014, 0.02361673414304993
424.48979591836735, 0.021727395411605937
431.97278911564626, 0.02456140350877193
438.7755102040816, 0.029284750337381916
444.21768707482994, 0.0349527665317139
450.34013605442175, 0.04156545209176788
456.4625850340136, 0.04723346828609986
463.94557823129253, 0.050067476383265856
472.10884353741494, 0.07462887989203779
476.1904761904762, 0.1010796221322537
480.2721088435374, 0.12564102564102564
484.3537414965986, 0.15681511470985154
487.0748299319728, 0.19460188933873143
492.5170068027211, 0.2361673414304993
497.27891156462584, 0.2739541160593792
502.72108843537416, 0.3079622132253711
506.80272108843536, 0.34102564102564104
511.5646258503401, 0.3740890688259109
514.9659863945578, 0.39392712550607284
519.7278911564625, 0.4128205128205128
525.1700680272108, 0.4137651821862348
527.8911564625851, 0.4326585695006748
530.6122448979592, 0.4553306342780027
534.6938775510204, 0.47422402159244265
542.1768707482993, 0.4477732793522267
550.3401360544218, 0.43076923076923074
555.7823129251701, 0.43360323886639673
561.2244897959183, 0.40620782726045884
565.9863945578231, 0.35991902834008094
572.7891156462586, 0.336302294197031
578.9115646258504, 0.3174089068825911
584.3537414965987, 0.28151147098515517
586.3945578231293, 0.25033738191632926
589.795918367347, 0.22294197031039134
591.8367346938776, 0.19176788124156544
595.2380952380952, 0.16248313090418354
600.6802721088435, 0.12658569500674763
604.7619047619048, 0.09919028340080971
610.204081632653, 0.07273954116059379
614.9659863945578, 0.05384615384615384
621.7687074829932, 0.03778677462887989
628.5714285714286, 0.03117408906882591
636.0544217687075, 0.030229419703103912
646.2585034013605, 0.02456140350877193
652.3809523809524, 0.02078272604588394
661.9047619047619, 0.026450742240215923
676.1904761904761, 0.04628879892037786
684.3537414965986, 0.052901484480431846
695.9183673469388, 0.08218623481781376
704.0816326530612, 0.11147098515519567
708.843537414966, 0.11336032388663968
714.9659863945578, 0.1067476383265857
722.4489795918367, 0.09352226720647773
730.6122448979592, 0.09541160593792172
738.0952380952381, 0.10958164642375168
742.1768707482993, 0.12469635627530364
748.9795918367347, 0.1379217273954116
753.7414965986395, 0.1426450742240216
759.1836734693877, 0.1398110661268556
766.6666666666666, 0.1398110661268556
773.469387755102, 0.14358974358974358
780.952380952381, 0.15020242914979756
786.3945578231292, 0.15775978407557353
793.8775510204082, 0.1681511470985155
802.0408163265306, 0.15964912280701754
808.1632653061224, 0.14736842105263157
815.6462585034013, 0.14831309041835358
823.8095238095239, 0.15775978407557353
835.3741496598639, 0.1709851551956815
844.2176870748299, 0.16248313090418354
851.0204081632653, 0.15398110661268555
861.2244897959183, 0.1379217273954116
868.0272108843537, 0.12469635627530364
872.7891156462586, 0.12091767881241565
878.2312925170068, 0.12280701754385964
888.4353741496598, 0.12280701754385964
896.5986394557823, 0.12091767881241565
908.1632653061224, 0.1020242914979757
915.6462585034013, 0.08879892037786774
925.1700680272108, 0.07840755735492577
934.6938775510204, 0.06518218623481781
944.8979591836735, 0.055735492577597835
957.1428571428571, 0.04723346828609986
968.7074829931972, 0.038731443994601884
980.952380952381, 0.02739541160593792
990.4761904761905, 0.018893387314439944
1000.6802721088435, 0.011336032388663967
