x, y
400.68027210884355, 0.08690958164642375
406.1224489795918, 0.07935222672064778
410.2040816326531, 0.0708502024291498
415.6462585034014, 0.06518218623481781
420.40816326530614, 0.05668016194331984
426.53061224489795, 0.050067476383265856
433.3333333333333, 0.043454790823211874
440.1360544217687, 0.038731443994601884
446.9387755102041, 0.03211875843454791
454.421768707483, 0.02739541160593792
462.5850340136054, 0.025506072874493926
470.7482993197279, 0.02456140350877193
479.59183673469386, 0.02739541160593792
489.1156462585034, 0.02456140350877193
500, 0.02456140350877193
510.2040816326531, 0.02361673414304993
516.3265306122449, 0.033063427800269905
521.0884353741496, 0.04628879892037786
526.530612244898, 0.05384615384615384
532.6530612244898, 0.04723346828609986
537.4149659863946, 0.03778677462887989
541.4965986394558, 0.026450742240215923
547.6190476190476, 0.01700404858299595
555.7823129251701, 0.01417004048582996
561.9047619047619, 0.019838056680161944
565.9863945578231, 0.03211875843454791
568.7074829931972, 0.04439946018893387
570.748299319728, 0.057624831309041835
572.1088435374149, 0.0708502024291498
573.469387755102, 0.08690958164642375
574.8299319727892, 0.10769230769230768
575.5102040816327, 0.13225371120107962
576.8707482993198, 0.15870445344129555
578.2312925170068, 0.18232118758434548
578.9115646258504, 0.2078272604588394
580.2721088435374, 0.23427800269905533
580.952380952381, 0.2711201079622132
583.6734693877551, 0.3107962213225371
584.3537414965987, 0.345748987854251
585.7142857142858, 0.3740890688259109
587.0748299319728, 0.39109311740890684
590.4761904761905, 0.4109311740890688
590.4761904761905, 0.4109311740890688
593.1972789115646, 0.39865047233468287
599.3197278911564, 0.38636977058029687
604.0816326530612, 0.39865047233468287
606.8027210884354, 0.4137651821862348
608.843537414966, 0.42887989203778676
610.8843537414966, 0.4439946018893387
612.9251700680272, 0.4581646423751687
614.9659863945578, 0.47044534412955463
619.7278911564626, 0.46572199730094466
621.7687074829932, 0.4524966261808367
623.8095238095239, 0.4383265856950067
625.1700680272108, 0.4269905533063428
629.251700680272, 0.4175438596491228
634.0136054421769, 0.43076923076923074
637.4149659863946, 0.4506072874493927
640.8163265306123, 0.46477732793522264
644.8979591836735, 0.47422402159244265
649.6598639455782, 0.46761133603238864
653.0612244897959, 0.4496626180836707
655.7823129251701, 0.43171390013495275
658.5034013605442, 0.4184885290148448
661.2244897959183, 0.40620782726045884
665.9863945578231, 0.4052631578947368
672.7891156462586, 0.4269905533063428
676.8707482993198, 0.4241565452091768
681.6326530612245, 0.39676113360323884
686.3945578231292, 0.36086369770580295
690.4761904761905, 0.339136302294197
700.6802721088436, 0.32685560053981105
707.4829931972789, 0.33157894736842103
714.9659863945578, 0.347638326585695
719.7278911564626, 0.33063427800269907
723.8095238095239, 0.3051282051282051
728.5714285714286, 0.27867746288798917
734.0136054421769, 0.2720647773279352
740.8163265306123, 0.2852901484480432
746.9387755102041, 0.30418353576248314
751.0204081632653, 0.3117408906882591
755.7823129251701, 0.3051282051282051
761.2244897959183, 0.2862348178137652
767.3469387755101, 0.26450742240215924
772.7891156462586, 0.2512820512820513
778.2312925170068, 0.2399460188933873
784.3537414965986, 0.2380566801619433
793.8775510204082, 0.2437246963562753
802.0408163265306, 0.2380566801619433
806.8027210884354, 0.22105263157894736
810.8843537414966, 0.20026990553306342
815.6462585034013, 0.18043184885290148
821.7687074829932, 0.16909581646423752
836.0544217687075, 0.16437246963562752
846.9387755102041, 0.16059379217273953
856.4625850340136, 0.14831309041835358
863.2653061224489, 0.1388663967611336
870.748299319728, 0.12658569500674763
876.8707482993198, 0.11241565452091767
887.0748299319728, 0.1020242914979757
903.4013605442176, 0.1010796221322537
915.6462585034013, 0.08879892037786774
923.8095238095237, 0.07179487179487179
937.4149659863946, 0.05856950067476383
948.9795918367347, 0.050067476383265856
960.5442176870748, 0.040620782726045884
972.1088435374149, 0.033063427800269905
984.3537414965987, 0.026450742240215923
992.5170068027211, 0.019838056680161944
1001.3605442176871, 0.013225371120107961
